X,Y,DepthToGroundwater,GroundwaterProductivity,GroundwaterStorage
-16.775,13.061,7-25,,
-16.775,13.111,7-25,,
-16.775,13.161,7-25,,
-16.775,13.211,7-25,,
-16.775,13.261,7-25,,
-16.775,13.311,7-25,,
-16.775,13.361,0-7,,
-16.725,13.061,0-7,,
-16.725,13.111,0-7,,
-16.725,13.161,0-7,,
-16.725,13.211,7-25,,
-16.725,13.261,7-25,,
-16.725,13.311,0-7,,
-16.725,13.361,0-7,,
-16.725,13.811,0-7,,">50,000"
-16.675,13.061,0-7,,">50,000"
-16.675,13.111,0-7,>20,">50,000"
-16.675,13.161,0-7,>20,">50,000"
-16.675,13.211,0-7,>20,">50,000"
-16.675,13.261,0-7,>20,">50,000"
-16.675,13.311,7-25,>20,">50,000"
-16.675,13.361,7-25,>20,">50,000"
-16.675,13.411,0-7,>20,">50,000"
-16.675,13.461,0-7,>20,">50,000"
-16.675,13.761,>250,,">50,000"
-16.675,13.811,0-7,,">50,000"
-16.636,13.081,7-25,>20,">50,000"
-16.636,13.101,7-25,>20,">50,000"
-16.636,13.131,7-25,>20,">50,000"
-16.636,13.151,0-7,>20,">50,000"
-16.636,13.181,0-7,>20,">50,000"
-16.636,13.201,0-7,>20,">50,000"
-16.636,13.231,0-7,>20,">50,000"
-16.636,13.251,0-7,>20,">50,000"
-16.636,13.281,0-7,>20,">50,000"
-16.636,13.301,0-7,>20,">50,000"
-16.636,13.331,0-7,>20,">50,000"
-16.636,13.381,0-7,>20,">50,000"
-16.636,13.681,0-7,,">50,000"
-16.636,13.731,0-7,,">50,000"
-16.636,13.781,0-7,,">50,000"
-16.636,13.831,0-7,,">50,000"
-16.625,13.061,7-25,>20,">50,000"
-16.625,13.111,7-25,>20,">50,000"
-16.625,13.161,0-7,>20,">50,000"
-16.625,13.211,0-7,>20,">50,000"
-16.625,13.261,7-25,>20,">50,000"
-16.625,13.311,0-7,>20,">50,000"
-16.625,13.361,7-25,>20,">50,000"
-16.625,13.411,0-7,>20,">50,000"
-16.625,13.461,0-7,>20,">50,000"
-16.625,13.661,0-7,,">50,000"
-16.625,13.711,0-7,>20,">50,000"
-16.625,13.761,25-50,>20,">50,000"
-16.625,13.811,0-7,>20,">50,000"
-16.586,13.081,7-25,>20,">50,000"
-16.586,13.101,7-25,>20,">50,000"
-16.586,13.131,7-25,>20,">50,000"
-16.586,13.151,0-7,>20,">50,000"
-16.586,13.181,0-7,>20,">50,000"
-16.586,13.201,0-7,>20,">50,000"
-16.586,13.231,7-25,>20,">50,000"
-16.586,13.251,7-25,>20,">50,000"
-16.586,13.281,7-25,>20,">50,000"
-16.586,13.331,0-7,>20,">50,000"
-16.586,13.481,0-7,>20,">50,000"
-16.586,13.681,0-7,>20,">50,000"
-16.586,13.701,0-7,>20,">50,000"
-16.586,13.731,0-7,>20,">50,000"
-16.586,13.751,0-7,>20,">50,000"
-16.586,13.781,0-7,>20,">50,000"
-16.586,13.801,0-7,>20,">50,000"
-16.586,13.831,0-7,>20,">50,000"
-16.575,13.061,0-7,>20,">50,000"
-16.575,13.111,7-25,>20,">50,000"
-16.575,13.161,0-7,>20,">50,000"
-16.575,13.211,7-25,>20,">50,000"
-16.575,13.261,7-25,>20,">50,000"
-16.575,13.311,0-7,>20,">50,000"
-16.575,13.361,7-25,>20,">50,000"
-16.575,13.411,0-7,>20,">50,000"
-16.575,13.461,>250,>20,">50,000"
-16.575,13.611,0-7,,">50,000"
-16.575,13.661,0-7,>20,">50,000"
-16.575,13.711,0-7,>20,">50,000"
-16.575,13.761,0-7,>20,">50,000"
-16.575,13.811,0-7,>20,">50,000"
-16.536,13.081,0-7,>20,">50,000"
-16.536,13.101,7-25,>20,">50,000"
-16.536,13.131,7-25,>20,">50,000"
-16.536,13.151,7-25,>20,">50,000"
-16.536,13.181,7-25,>20,">50,000"
-16.536,13.201,7-25,>20,">50,000"
-16.536,13.231,7-25,>20,">50,000"
-16.536,13.251,7-25,>20,">50,000"
-16.536,13.281,0-7,>20,">50,000"
-16.536,13.381,7-25,>20,">50,000"
-16.536,13.401,0-7,>20,">50,000"
-16.536,13.431,0-7,>20,">50,000"
-16.536,13.451,0-7,>20,">50,000"
-16.536,13.481,0-7,>20,">50,000"
-16.536,13.501,0-7,>20,">50,000"
-16.536,13.531,0-7,>20,">50,000"
-16.536,13.551,0-7,>20,">50,000"
-16.536,13.581,0-7,>20,">50,000"
-16.536,13.631,0-7,>20,">50,000"
-16.536,13.651,0-7,>20,">50,000"
-16.536,13.681,0-7,>20,">50,000"
-16.536,13.731,0-7,>20,">50,000"
-16.536,13.751,0-7,>20,">50,000"
-16.536,13.781,0-7,>20,">50,000"
-16.536,13.801,0-7,>20,">50,000"
-16.536,13.831,0-7,>20,">50,000"
-16.525,13.061,0-7,>20,">50,000"
-16.525,13.111,7-25,>20,">50,000"
-16.525,13.161,7-25,>20,">50,000"
-16.525,13.211,7-25,>20,">50,000"
-16.525,13.261,0-7,>20,">50,000"
-16.525,13.311,0-7,>20,">50,000"
-16.525,13.361,7-25,>20,">50,000"
-16.525,13.411,25-50,>20,">50,000"
-16.525,13.461,0-7,>20,">50,000"
-16.525,13.511,0-7,>20,">50,000"
-16.525,13.561,0-7,>20,">50,000"
-16.525,13.611,0-7,>20,">50,000"
-16.525,13.661,0-7,>20,">50,000"
-16.525,13.711,0-7,>20,">50,000"
-16.525,13.761,0-7,>20,">50,000"
-16.525,13.811,0-7,>20,">50,000"
-16.486,13.081,7-25,>20,">50,000"
-16.486,13.101,7-25,>20,">50,000"
-16.486,13.131,7-25,>20,">50,000"
-16.486,13.151,7-25,>20,">50,000"
-16.486,13.181,7-25,>20,">50,000"
-16.486,13.201,7-25,>20,">50,000"
-16.486,13.231,0-7,>20,">50,000"
-16.486,13.331,0-7,>20,">50,000"
-16.486,13.351,7-25,>20,">50,000"
-16.486,13.381,7-25,>20,">50,000"
-16.486,13.401,25-50,>20,">50,000"
-16.486,13.431,25-50,>20,">50,000"
-16.486,13.451,0-7,>20,">50,000"
-16.486,13.481,0-7,>20,">50,000"
-16.486,13.501,0-7,>20,">50,000"
-16.486,13.531,0-7,>20,">50,000"
-16.486,13.551,0-7,>20,">50,000"
-16.486,13.581,0-7,>20,">50,000"
-16.486,13.601,0-7,>20,">50,000"
-16.486,13.631,0-7,>20,">50,000"
-16.486,13.651,0-7,>20,">50,000"
-16.486,13.681,0-7,>20,">50,000"
-16.486,13.701,0-7,>20,">50,000"
-16.486,13.731,25-50,>20,">50,000"
-16.486,13.751,25-50,>20,">50,000"
-16.486,13.781,25-50,>20,">50,000"
-16.486,13.801,0-7,>20,">50,000"
-16.486,13.831,0-7,>20,">50,000"
-16.475,13.061,7-25,>20,">50,000"
-16.475,13.111,7-25,>20,">50,000"
-16.475,13.161,7-25,>20,">50,000"
-16.475,13.211,0-7,>20,">50,000"
-16.475,13.261,0-7,>20,">50,000"
-16.475,13.311,0-7,>20,">50,000"
-16.475,13.361,7-25,>20,">50,000"
-16.475,13.411,25-50,>20,">50,000"
-16.475,13.461,0-7,>20,">50,000"
-16.475,13.511,0-7,>20,">50,000"
-16.475,13.561,0-7,>20,">50,000"
-16.475,13.611,0-7,>20,">50,000"
-16.475,13.661,0-7,>20,">50,000"
-16.475,13.711,25-50,>20,">50,000"
-16.475,13.761,25-50,>20,">50,000"
-16.475,13.811,0-7,>20,">50,000"
-16.436,13.081,7-25,>20,">50,000"
-16.436,13.101,7-25,>20,">50,000"
-16.436,13.131,7-25,>20,">50,000"
-16.436,13.151,7-25,>20,">50,000"
-16.436,13.181,7-25,>20,">50,000"
-16.436,13.201,7-25,>20,">50,000"
-16.436,13.231,0-7,>20,">50,000"
-16.436,13.281,0-7,>20,">50,000"
-16.436,13.331,7-25,>20,">50,000"
-16.436,13.351,7-25,>20,">50,000"
-16.436,13.381,7-25,>20,">50,000"
-16.436,13.401,25-50,>20,">50,000"
-16.436,13.431,25-50,>20,">50,000"
-16.436,13.451,25-50,>20,">50,000"
-16.436,13.481,25-50,>20,">50,000"
-16.436,13.501,0-7,>20,">50,000"
-16.436,13.531,0-7,>20,">50,000"
-16.436,13.551,0-7,>20,">50,000"
-16.436,13.581,25-50,>20,">50,000"
-16.436,13.601,25-50,>20,">50,000"
-16.436,13.631,25-50,>20,">50,000"
-16.436,13.651,25-50,>20,">50,000"
-16.436,13.681,25-50,>20,">50,000"
-16.436,13.701,25-50,>20,">50,000"
-16.436,13.731,25-50,>20,">50,000"
-16.436,13.751,25-50,>20,">50,000"
-16.436,13.781,25-50,>20,">50,000"
-16.436,13.801,0-7,>20,">50,000"
-16.436,13.831,0-7,>20,">50,000"
-16.425,13.061,7-25,>20,">50,000"
-16.425,13.111,7-25,>20,">50,000"
-16.425,13.161,7-25,>20,">50,000"
-16.425,13.211,7-25,>20,">50,000"
-16.425,13.261,0-7,>20,">50,000"
-16.425,13.311,7-25,>20,">50,000"
-16.425,13.361,7-25,>20,">50,000"
-16.425,13.411,25-50,>20,">50,000"
-16.425,13.461,25-50,>20,">50,000"
-16.425,13.511,0-7,>20,">50,000"
-16.425,13.561,25-50,>20,">50,000"
-16.425,13.611,25-50,>20,">50,000"
-16.425,13.661,25-50,>20,">50,000"
-16.425,13.711,25-50,>20,">50,000"
-16.425,13.761,25-50,>20,">50,000"
-16.425,13.811,0-7,>20,">50,000"
-16.386,13.081,7-25,>20,">50,000"
-16.386,13.101,7-25,>20,">50,000"
-16.386,13.131,7-25,>20,">50,000"
-16.386,13.151,7-25,>20,">50,000"
-16.386,13.181,7-25,>20,">50,000"
-16.386,13.201,7-25,>20,">50,000"
-16.386,13.231,0-7,>20,">50,000"
-16.386,13.251,0-7,>20,">50,000"
-16.386,13.281,0-7,>20,">50,000"
-16.386,13.351,7-25,>20,">50,000"
-16.386,13.381,7-25,>20,">50,000"
-16.386,13.401,25-50,>20,">50,000"
-16.386,13.431,25-50,>20,">50,000"
-16.386,13.451,25-50,>20,">50,000"
-16.386,13.481,25-50,>20,">50,000"
-16.386,13.501,0-7,>20,">50,000"
-16.386,13.531,0-7,>20,">50,000"
-16.386,13.551,25-50,>20,">50,000"
-16.386,13.581,25-50,>20,">50,000"
-16.386,13.601,25-50,>20,">50,000"
-16.386,13.631,25-50,>20,">50,000"
-16.386,13.651,25-50,>20,">50,000"
-16.386,13.681,25-50,>20,">50,000"
-16.386,13.701,25-50,>20,">50,000"
-16.386,13.731,25-50,>20,">50,000"
-16.386,13.751,25-50,>20,">50,000"
-16.386,13.781,25-50,>20,">50,000"
-16.386,13.801,0-7,>20,">50,000"
-16.386,13.831,0-7,>20,">50,000"
-16.375,13.061,7-25,>20,">50,000"
-16.375,13.111,7-25,>20,">50,000"
-16.375,13.161,7-25,>20,">50,000"
-16.375,13.211,0-7,>20,">50,000"
-16.375,13.261,0-7,>20,">50,000"
-16.375,13.311,7-25,>20,">50,000"
-16.375,13.361,7-25,>20,">50,000"
-16.375,13.411,25-50,>20,">50,000"
-16.375,13.461,25-50,>20,">50,000"
-16.375,13.511,0-7,>20,">50,000"
-16.375,13.561,25-50,>20,">50,000"
-16.375,13.611,25-50,>20,">50,000"
-16.375,13.661,25-50,>20,">50,000"
-16.375,13.711,25-50,>20,">50,000"
-16.375,13.761,25-50,>20,">50,000"
-16.375,13.811,0-7,>20,">50,000"
-16.336,13.081,7-25,>20,">50,000"
-16.336,13.101,7-25,>20,">50,000"
-16.336,13.131,7-25,>20,">50,000"
-16.336,13.151,7-25,>20,">50,000"
-16.336,13.181,0-7,>20,">50,000"
-16.336,13.201,0-7,>20,">50,000"
-16.336,13.231,0-7,>20,">50,000"
-16.336,13.251,0-7,>20,">50,000"
-16.336,13.281,0-7,>20,">50,000"
-16.336,13.381,7-25,>20,">50,000"
-16.336,13.401,25-50,>20,">50,000"
-16.336,13.431,25-50,>20,">50,000"
-16.336,13.451,25-50,>20,">50,000"
-16.336,13.481,25-50,>20,">50,000"
-16.336,13.501,25-50,>20,">50,000"
-16.336,13.531,25-50,>20,">50,000"
-16.336,13.551,25-50,>20,">50,000"
-16.336,13.581,25-50,>20,">50,000"
-16.336,13.601,25-50,>20,">50,000"
-16.336,13.631,25-50,>20,">50,000"
-16.336,13.651,25-50,>20,">50,000"
-16.336,13.681,25-50,>20,">50,000"
-16.336,13.701,25-50,>20,">50,000"
-16.336,13.731,25-50,>20,">50,000"
-16.336,13.751,25-50,>20,">50,000"
-16.336,13.781,25-50,>20,">50,000"
-16.336,13.801,0-7,>20,">50,000"
-16.336,13.831,0-7,>20,">50,000"
-16.325,13.061,7-25,>20,">50,000"
-16.325,13.111,7-25,>20,">50,000"
-16.325,13.161,0-7,>20,">50,000"
-16.325,13.211,0-7,>20,">50,000"
-16.325,13.261,0-7,>20,">50,000"
-16.325,13.311,7-25,>20,">50,000"
-16.325,13.361,7-25,>20,">50,000"
-16.325,13.411,25-50,>20,">50,000"
-16.325,13.461,25-50,>20,">50,000"
-16.325,13.511,25-50,>20,">50,000"
-16.325,13.561,25-50,>20,">50,000"
-16.325,13.611,0-7,>20,">50,000"
-16.325,13.661,25-50,>20,">50,000"
-16.325,13.711,25-50,>20,">50,000"
-16.325,13.761,25-50,>20,">50,000"
-16.325,13.811,0-7,>20,">50,000"
-16.286,13.081,0-7,>20,">50,000"
-16.286,13.101,0-7,>20,">50,000"
-16.286,13.131,0-7,>20,">50,000"
-16.286,13.151,0-7,>20,">50,000"
-16.286,13.181,0-7,>20,">50,000"
-16.286,13.201,0-7,>20,">50,000"
-16.286,13.231,0-7,>20,">50,000"
-16.286,13.251,0-7,>20,">50,000"
-16.286,13.281,0-7,>20,">50,000"
-16.286,13.301,0-7,>20,">50,000"
-16.286,13.331,0-7,>20,">50,000"
-16.286,13.431,25-50,>20,">50,000"
-16.286,13.451,25-50,>20,">50,000"
-16.286,13.481,25-50,>20,">50,000"
-16.286,13.501,25-50,>20,">50,000"
-16.286,13.531,25-50,>20,">50,000"
-16.286,13.551,25-50,>20,">50,000"
-16.286,13.581,25-50,>20,">50,000"
-16.286,13.601,0-7,>20,">50,000"
-16.286,13.631,0-7,>20,">50,000"
-16.286,13.651,25-50,>20,">50,000"
-16.286,13.681,25-50,>20,">50,000"
-16.286,13.701,25-50,>20,">50,000"
-16.286,13.731,25-50,>20,">50,000"
-16.286,13.751,25-50,>20,">50,000"
-16.286,13.781,25-50,>20,">50,000"
-16.286,13.801,25-50,>20,">50,000"
-16.286,13.831,0-7,>20,">50,000"
-16.275,13.061,0-7,>20,">50,000"
-16.275,13.111,0-7,>20,">50,000"
-16.275,13.161,0-7,>20,">50,000"
-16.275,13.211,7-25,>20,">50,000"
-16.275,13.261,0-7,>20,">50,000"
-16.275,13.311,0-7,>20,">50,000"
-16.275,13.361,25-50,>20,">50,000"
-16.275,13.411,25-50,>20,">50,000"
-16.275,13.461,25-50,>20,">50,000"
-16.275,13.511,25-50,>20,">50,000"
-16.275,13.561,25-50,>20,">50,000"
-16.275,13.611,0-7,>20,">50,000"
-16.275,13.661,25-50,>20,">50,000"
-16.275,13.711,25-50,>20,">50,000"
-16.275,13.761,25-50,>20,">50,000"
-16.275,13.811,25-50,>20,">50,000"
-16.236,13.081,0-7,>20,">50,000"
-16.236,13.101,0-7,>20,">50,000"
-16.236,13.131,0-7,>20,">50,000"
-16.236,13.151,0-7,>20,">50,000"
-16.236,13.181,0-7,>20,">50,000"
-16.236,13.201,0-7,>20,">50,000"
-16.236,13.231,0-7,>20,">50,000"
-16.236,13.251,0-7,>20,">50,000"
-16.236,13.281,0-7,>20,">50,000"
-16.236,13.301,0-7,>20,">50,000"
-16.236,13.331,0-7,>20,">50,000"
-16.236,13.381,25-50,>20,">50,000"
-16.236,13.451,0-7,>20,">50,000"
-16.236,13.481,0-7,>20,">50,000"
-16.236,13.501,0-7,>20,">50,000"
-16.236,13.531,0-7,>20,">50,000"
-16.236,13.551,25-50,>20,">50,000"
-16.236,13.581,25-50,>20,">50,000"
-16.236,13.601,0-7,>20,">50,000"
-16.236,13.631,0-7,>20,">50,000"
-16.236,13.651,0-7,>20,">50,000"
-16.236,13.681,0-7,>20,">50,000"
-16.236,13.701,25-50,>20,">50,000"
-16.236,13.731,25-50,>20,">50,000"
-16.236,13.751,25-50,>20,">50,000"
-16.236,13.781,25-50,>20,">50,000"
-16.236,13.801,25-50,>20,">50,000"
-16.236,13.831,25-50,>20,">50,000"
-16.225,13.061,7-25,>20,">50,000"
-16.225,13.111,0-7,>20,">50,000"
-16.225,13.161,7-25,>20,">50,000"
-16.225,13.211,0-7,>20,">50,000"
-16.225,13.261,0-7,>20,">50,000"
-16.225,13.311,0-7,>20,">50,000"
-16.225,13.361,25-50,>20,">50,000"
-16.225,13.411,0-7,>20,">50,000"
-16.225,13.461,0-7,>20,">50,000"
-16.225,13.511,0-7,>20,">50,000"
-16.225,13.561,25-50,>20,">50,000"
-16.225,13.611,0-7,>20,">50,000"
-16.225,13.661,0-7,>20,">50,000"
-16.225,13.711,25-50,>20,">50,000"
-16.225,13.761,25-50,>20,">50,000"
-16.225,13.811,25-50,>20,">50,000"
-16.186,13.081,7-25,>20,">50,000"
-16.186,13.101,0-7,>20,">50,000"
-16.186,13.131,0-7,>20,">50,000"
-16.186,13.151,7-25,>20,">50,000"
-16.186,13.181,7-25,>20,">50,000"
-16.186,13.201,0-7,>20,">50,000"
-16.186,13.231,0-7,>20,">50,000"
-16.186,13.251,0-7,>20,">50,000"
-16.186,13.281,0-7,>20,">50,000"
-16.186,13.301,0-7,>20,">50,000"
-16.186,13.331,0-7,>20,">50,000"
-16.186,13.351,0-7,>20,">50,000"
-16.186,13.381,0-7,>20,">50,000"
-16.186,13.401,0-7,>20,">50,000"
-16.186,13.431,0-7,>20,">50,000"
-16.186,13.481,0-7,>20,">50,000"
-16.186,13.501,0-7,>20,">50,000"
-16.186,13.531,25-50,>20,">50,000"
-16.186,13.551,25-50,>20,">50,000"
-16.186,13.581,25-50,>20,">50,000"
-16.186,13.601,25-50,>20,">50,000"
-16.186,13.631,25-50,>20,">50,000"
-16.186,13.651,0-7,>20,">50,000"
-16.186,13.681,0-7,>20,">50,000"
-16.186,13.701,0-7,>20,">50,000"
-16.186,13.731,0-7,>20,">50,000"
-16.186,13.751,0-7,>20,">50,000"
-16.186,13.781,0-7,>20,">50,000"
-16.186,13.801,25-50,>20,">50,000"
-16.186,13.831,25-50,>20,">50,000"
-16.175,13.061,7-25,>20,">50,000"
-16.175,13.111,0-7,>20,">50,000"
-16.175,13.161,7-25,>20,">50,000"
-16.175,13.211,0-7,>20,">50,000"
-16.175,13.261,0-7,>20,">50,000"
-16.175,13.311,0-7,>20,">50,000"
-16.175,13.361,0-7,>20,">50,000"
-16.175,13.411,0-7,>20,">50,000"
-16.175,13.461,0-7,>20,">50,000"
-16.175,13.511,25-50,>20,">50,000"
-16.175,13.561,25-50,>20,">50,000"
-16.175,13.611,25-50,>20,">50,000"
-16.175,13.661,0-7,>20,">50,000"
-16.175,13.711,0-7,>20,">50,000"
-16.175,13.761,0-7,>20,">50,000"
-16.175,13.811,25-50,>20,">50,000"
-16.136,13.081,0-7,>20,">50,000"
-16.136,13.101,0-7,>20,">50,000"
-16.136,13.131,0-7,>20,">50,000"
-16.136,13.151,7-25,>20,">50,000"
-16.136,13.181,7-25,>20,">50,000"
-16.136,13.201,7-25,>20,">50,000"
-16.136,13.231,7-25,>20,">50,000"
-16.136,13.251,7-25,>20,">50,000"
-16.136,13.281,7-25,>20,">50,000"
-16.136,13.301,7-25,>20,">50,000"
-16.136,13.331,7-25,>20,">50,000"
-16.136,13.351,0-7,>20,">50,000"
-16.136,13.381,25-50,>20,">50,000"
-16.136,13.401,25-50,>20,">50,000"
-16.136,13.431,0-7,>20,">50,000"
-16.136,13.481,0-7,>20,">50,000"
-16.136,13.501,0-7,>20,">50,000"
-16.136,13.531,0-7,>20,">50,000"
-16.136,13.551,25-50,>20,">50,000"
-16.136,13.581,25-50,>20,">50,000"
-16.136,13.601,25-50,>20,">50,000"
-16.136,13.631,0-7,>20,">50,000"
-16.136,13.651,0-7,>20,">50,000"
-16.136,13.681,0-7,>20,">50,000"
-16.136,13.701,0-7,>20,">50,000"
-16.136,13.731,25-50,>20,">50,000"
-16.136,13.751,25-50,>20,">50,000"
-16.136,13.781,25-50,>20,">50,000"
-16.136,13.801,25-50,>20,">50,000"
-16.136,13.831,25-50,>20,">50,000"
-16.125,13.061,0-7,>20,">50,000"
-16.125,13.111,0-7,>20,">50,000"
-16.125,13.161,7-25,>20,">50,000"
-16.125,13.211,7-25,>20,">50,000"
-16.125,13.261,7-25,>20,">50,000"
-16.125,13.311,7-25,>20,">50,000"
-16.125,13.361,25-50,>20,">50,000"
-16.125,13.411,25-50,>20,">50,000"
-16.125,13.461,0-7,>20,">50,000"
-16.125,13.511,0-7,>20,">50,000"
-16.125,13.561,25-50,>20,">50,000"
-16.125,13.611,0-7,>20,">50,000"
-16.125,13.661,0-7,>20,">50,000"
-16.125,13.711,25-50,>20,">50,000"
-16.125,13.761,25-50,>20,">50,000"
-16.125,13.811,25-50,>20,">50,000"
-16.086,13.081,7-25,>20,">50,000"
-16.086,13.101,7-25,>20,">50,000"
-16.086,13.131,7-25,>20,">50,000"
-16.086,13.151,7-25,>20,">50,000"
-16.086,13.181,7-25,>20,">50,000"
-16.086,13.201,7-25,>20,">50,000"
-16.086,13.231,7-25,>20,">50,000"
-16.086,13.251,7-25,>20,">50,000"
-16.086,13.281,7-25,>20,">50,000"
-16.086,13.301,7-25,>20,">50,000"
-16.086,13.331,7-25,>20,">50,000"
-16.086,13.351,25-50,>20,">50,000"
-16.086,13.381,25-50,>20,">50,000"
-16.086,13.401,25-50,>20,">50,000"
-16.086,13.431,25-50,>20,">50,000"
-16.086,13.481,0-7,>20,">50,000"
-16.086,13.501,0-7,>20,">50,000"
-16.086,13.531,0-7,>20,">50,000"
-16.086,13.551,0-7,>20,">50,000"
-16.086,13.581,0-7,>20,">50,000"
-16.086,13.601,0-7,>20,">50,000"
-16.086,13.631,0-7,>20,">50,000"
-16.086,13.651,0-7,>20,">50,000"
-16.086,13.681,0-7,>20,">50,000"
-16.086,13.701,0-7,>20,">50,000"
-16.086,13.731,0-7,>20,">50,000"
-16.086,13.751,25-50,>20,">50,000"
-16.086,13.781,25-50,>20,">50,000"
-16.086,13.801,25-50,>20,">50,000"
-16.086,13.831,25-50,>20,">50,000"
-16.075,13.061,7-25,>20,">50,000"
-16.075,13.111,7-25,>20,">50,000"
-16.075,13.161,7-25,>20,">50,000"
-16.075,13.211,7-25,>20,">50,000"
-16.075,13.261,0-7,>20,">50,000"
-16.075,13.311,7-25,>20,">50,000"
-16.075,13.361,25-50,>20,">50,000"
-16.075,13.411,25-50,>20,">50,000"
-16.075,13.461,0-7,>20,">50,000"
-16.075,13.511,0-7,>20,">50,000"
-16.075,13.561,0-7,>20,">50,000"
-16.075,13.611,0-7,>20,">50,000"
-16.075,13.661,0-7,>20,">50,000"
-16.075,13.711,0-7,>20,">50,000"
-16.075,13.761,25-50,>20,">50,000"
-16.075,13.811,25-50,>20,">50,000"
-16.036,13.081,7-25,>20,">50,000"
-16.036,13.101,7-25,>20,">50,000"
-16.036,13.131,7-25,>20,">50,000"
-16.036,13.151,7-25,>20,">50,000"
-16.036,13.181,7-25,>20,">50,000"
-16.036,13.201,7-25,>20,">50,000"
-16.036,13.231,7-25,>20,">50,000"
-16.036,13.251,0-7,>20,">50,000"
-16.036,13.281,0-7,>20,">50,000"
-16.036,13.301,0-7,>20,">50,000"
-16.036,13.331,0-7,>20,">50,000"
