X,Y,DepthToGroundwater,GroundwaterProductivity,GroundwaterStorage
-14.336,13.351,0-7,>20,">50,000"
-14.336,13.381,25-50,>20,">50,000"
-14.336,13.401,25-50,>20,">50,000"
-14.336,13.431,25-50,>20,">50,000"
-14.336,13.451,25-50,>20,">50,000"
-14.336,13.481,25-50,>20,">50,000"
-14.336,13.501,25-50,>20,">50,000"
-14.336,13.531,25-50,>20,">50,000"
-14.336,13.551,0-7,>20,">50,000"
-14.336,13.581,0-7,>20,">50,000"
-14.336,13.601,0-7,>20,">50,000"
-14.336,13.631,0-7,>20,">50,000"
-14.336,13.651,25-50,>20,">50,000"
-14.336,13.681,25-50,>20,">50,000"
-14.336,13.701,25-50,>20,">50,000"
-14.336,13.731,25-50,>20,">50,000"
-14.336,13.751,25-50,>20,">50,000"
-14.336,13.781,25-50,>20,">50,000"
-14.336,13.801,25-50,>20,">50,000"
-14.336,13.831,25-50,>20,">50,000"
-14.325,13.061,7-25,>20,">50,000"
-14.325,13.111,7-25,>20,">50,000"
-14.325,13.161,7-25,>20,">50,000"
-14.325,13.211,25-50,>20,">50,000"
-14.325,13.261,25-50,>20,">50,000"
-14.325,13.311,0-7,>20,">50,000"
-14.325,13.361,25-50,>20,">50,000"
-14.325,13.411,25-50,>20,">50,000"
-14.325,13.461,25-50,>20,">50,000"
-14.325,13.511,25-50,>20,">50,000"
-14.325,13.561,0-7,>20,">50,000"
-14.325,13.611,0-7,>20,">50,000"
-14.325,13.661,25-50,>20,">50,000"
-14.325,13.711,25-50,>20,">50,000"
-14.325,13.761,25-50,>20,">50,000"
-14.325,13.811,25-50,>20,">50,000"
-14.286,13.081,7-25,>20,">50,000"
-14.286,13.101,7-25,>20,">50,000"
-14.286,13.131,7-25,>20,">50,000"
-14.286,13.151,7-25,>20,">50,000"
-14.286,13.181,7-25,>20,">50,000"
-14.286,13.201,25-50,>20,">50,000"
-14.286,13.231,25-50,>20,">50,000"
-14.286,13.251,25-50,>20,">50,000"
-14.286,13.281,25-50,>20,">50,000"
-14.286,13.301,0-7,>20,">50,000"
-14.286,13.331,0-7,>20,">50,000"
-14.286,13.351,0-7,>20,">50,000"
-14.286,13.381,0-7,>20,">50,000"
-14.286,13.401,0-7,>20,">50,000"
-14.286,13.431,0-7,>20,">50,000"
-14.286,13.451,25-50,>20,">50,000"
-14.286,13.481,25-50,>20,">50,000"
-14.286,13.501,25-50,>20,">50,000"
-14.286,13.531,25-50,>20,">50,000"
-14.286,13.551,0-7,>20,">50,000"
-14.286,13.581,0-7,>20,">50,000"
-14.286,13.601,0-7,>20,">50,000"
-14.286,13.631,0-7,>20,">50,000"
-14.286,13.651,0-7,>20,">50,000"
-14.286,13.681,0-7,>20,">50,000"
-14.286,13.701,25-50,>20,">50,000"
-14.286,13.731,25-50,>20,">50,000"
-14.286,13.751,25-50,>20,">50,000"
-14.286,13.781,25-50,>20,">50,000"
-14.286,13.801,25-50,>20,">50,000"
-14.286,13.831,25-50,>20,">50,000"
-14.275,13.061,7-25,>20,">50,000"
-14.275,13.111,7-25,>20,">50,000"
-14.275,13.161,7-25,>20,">50,000"
-14.275,13.211,25-50,>20,">50,000"
-14.275,13.261,25-50,>20,">50,000"
-14.275,13.311,0-7,>20,">50,000"
-14.275,13.361,0-7,>20,">50,000"
-14.275,13.411,0-7,>20,">50,000"
-14.275,13.461,25-50,>20,">50,000"
-14.275,13.511,25-50,>20,">50,000"
-14.275,13.561,0-7,>20,">50,000"
-14.275,13.611,0-7,>20,">50,000"
-14.275,13.661,0-7,>20,">50,000"
-14.275,13.711,25-50,>20,">50,000"
-14.275,13.761,25-50,>20,">50,000"
-14.275,13.811,25-50,>20,">50,000"
-14.236,13.081,7-25,>20,">50,000"
-14.236,13.101,7-25,>20,">50,000"
-14.236,13.131,7-25,>20,">50,000"
-14.236,13.151,7-25,>20,">50,000"
-14.236,13.181,7-25,>20,">50,000"
-14.236,13.201,25-50,>20,">50,000"
-14.236,13.231,25-50,>20,">50,000"
-14.236,13.251,25-50,>20,">50,000"
-14.236,13.281,25-50,>20,">50,000"
-14.236,13.301,0-7,>20,">50,000"
-14.236,13.331,0-7,>20,">50,000"
-14.236,13.351,0-7,>20,">50,000"
-14.236,13.381,0-7,>20,">50,000"
-14.236,13.401,0-7,>20,">50,000"
-14.236,13.431,0-7,>20,">50,000"
-14.236,13.451,0-7,>20,">50,000"
-14.236,13.481,0-7,>20,">50,000"
-14.236,13.501,25-50,>20,">50,000"
-14.236,13.531,25-50,>20,">50,000"
-14.236,13.551,25-50,>20,">50,000"
-14.236,13.581,25-50,>20,">50,000"
-14.236,13.601,0-7,>20,">50,000"
-14.236,13.631,0-7,>20,">50,000"
-14.236,13.651,0-7,>20,">50,000"
-14.236,13.681,0-7,>20,">50,000"
-14.236,13.701,25-50,>20,">50,000"
-14.236,13.731,25-50,>20,">50,000"
-14.236,13.751,25-50,>20,">50,000"
-14.236,13.781,25-50,>20,">50,000"
-14.236,13.801,25-50,>20,">50,000"
-14.236,13.831,25-50,>20,">50,000"
-14.225,13.061,7-25,>20,">50,000"
-14.225,13.111,7-25,>20,">50,000"
-14.225,13.161,7-25,>20,">50,000"
-14.225,13.211,25-50,>20,">50,000"
-14.225,13.261,25-50,>20,">50,000"
-14.225,13.311,0-7,>20,">50,000"
-14.225,13.361,0-7,>20,">50,000"
-14.225,13.411,0-7,>20,">50,000"
-14.225,13.461,0-7,>20,">50,000"
-14.225,13.511,25-50,>20,">50,000"
-14.225,13.561,25-50,>20,">50,000"
-14.225,13.611,0-7,>20,">50,000"
-14.225,13.661,0-7,>20,">50,000"
-14.225,13.711,25-50,>20,">50,000"
-14.225,13.761,25-50,>20,">50,000"
-14.225,13.811,25-50,>20,">50,000"
-14.186,13.081,7-25,>20,">50,000"
-14.186,13.101,7-25,>20,">50,000"
-14.186,13.131,7-25,>20,">50,000"
-14.186,13.151,7-25,>20,">50,000"
-14.186,13.181,7-25,>20,">50,000"
-14.186,13.201,25-50,>20,">50,000"
-14.186,13.231,25-50,>20,">50,000"
-14.186,13.251,25-50,>20,">50,000"
-14.186,13.281,25-50,>20,">50,000"
-14.186,13.301,0-7,>20,">50,000"
-14.186,13.331,0-7,>20,">50,000"
-14.186,13.351,0-7,>20,">50,000"
-14.186,13.381,0-7,>20,">50,000"
-14.186,13.401,0-7,>20,">50,000"
-14.186,13.431,0-7,>20,">50,000"
-14.186,13.451,0-7,>20,">50,000"
-14.186,13.481,25-50,>20,">50,000"
-14.186,13.501,25-50,>20,">50,000"
-14.186,13.531,25-50,>20,">50,000"
-14.186,13.551,25-50,>20,">50,000"
-14.186,13.581,25-50,>20,">50,000"
-14.186,13.601,0-7,>20,">50,000"
-14.186,13.631,0-7,>20,">50,000"
-14.186,13.651,0-7,>20,">50,000"
-14.186,13.681,0-7,>20,">50,000"
-14.186,13.701,25-50,>20,">50,000"
-14.186,13.731,25-50,>20,">50,000"
-14.186,13.751,25-50,>20,">50,000"
-14.186,13.781,25-50,>20,">50,000"
-14.186,13.801,25-50,>20,">50,000"
-14.186,13.831,25-50,>20,">50,000"
-14.175,13.061,7-25,>20,">50,000"
-14.175,13.111,7-25,>20,">50,000"
-14.175,13.161,7-25,>20,">50,000"
-14.175,13.211,25-50,>20,">50,000"
-14.175,13.261,25-50,>20,">50,000"
-14.175,13.311,0-7,>20,">50,000"
-14.175,13.361,0-7,>20,">50,000"
-14.175,13.411,0-7,>20,">50,000"
-14.175,13.461,25-50,>20,">50,000"
-14.175,13.511,25-50,>20,">50,000"
-14.175,13.561,25-50,>20,">50,000"
-14.175,13.611,0-7,>20,">50,000"
-14.175,13.661,0-7,>20,">50,000"
-14.175,13.711,25-50,>20,">50,000"
-14.175,13.761,25-50,>20,">50,000"
-14.175,13.811,25-50,>20,">50,000"
-14.136,13.081,7-25,>20,">50,000"
-14.136,13.101,7-25,>20,">50,000"
-14.136,13.131,7-25,>20,">50,000"
-14.136,13.151,7-25,>20,">50,000"
-14.136,13.181,7-25,>20,">50,000"
-14.136,13.201,7-25,>20,">50,000"
-14.136,13.231,7-25,>20,">50,000"
-14.136,13.251,0-7,>20,">50,000"
-14.136,13.281,0-7,>20,">50,000"
-14.136,13.301,0-7,>20,">50,000"
-14.136,13.331,0-7,>20,">50,000"
-14.136,13.351,0-7,>20,">50,000"
-14.136,13.381,0-7,>20,">50,000"
-14.136,13.401,0-7,>20,">50,000"
-14.136,13.431,0-7,>20,">50,000"
-14.136,13.451,25-50,>20,">50,000"
-14.136,13.481,25-50,>20,">50,000"
-14.136,13.501,25-50,>20,">50,000"
-14.136,13.531,25-50,>20,">50,000"
-14.136,13.551,25-50,>20,">50,000"
-14.136,13.581,0-7,>20,">50,000"
-14.136,13.601,0-7,>20,">50,000"
-14.136,13.631,0-7,>20,">50,000"
-14.136,13.651,0-7,>20,">50,000"
-14.136,13.681,0-7,>20,">50,000"
-14.136,13.701,0-7,>20,">50,000"
-14.136,13.731,0-7,>20,">50,000"
-14.136,13.751,25-50,>20,">50,000"
-14.136,13.781,25-50,>20,">50,000"
-14.136,13.801,25-50,>20,">50,000"
-14.136,13.831,25-50,>20,">50,000"
-14.125,13.061,7-25,>20,">50,000"
-14.125,13.111,7-25,>20,">50,000"
-14.125,13.161,7-25,>20,">50,000"
-14.125,13.211,7-25,>20,">50,000"
-14.125,13.261,0-7,>20,">50,000"
-14.125,13.311,0-7,>20,">50,000"
-14.125,13.361,0-7,>20,">50,000"
-14.125,13.411,0-7,>20,">50,000"
-14.125,13.461,25-50,>20,">50,000"
-14.125,13.511,25-50,>20,">50,000"
-14.125,13.561,0-7,>20,">50,000"
-14.125,13.611,0-7,>20,">50,000"
-14.125,13.661,0-7,>20,">50,000"
-14.125,13.711,0-7,>20,">50,000"
-14.125,13.761,25-50,>20,">50,000"
-14.125,13.811,25-50,>20,">50,000"
-14.086,13.081,7-25,>20,">50,000"
-14.086,13.101,7-25,>20,">50,000"
-14.086,13.131,7-25,>20,">50,000"
-14.086,13.151,7-25,>20,">50,000"
-14.086,13.181,7-25,>20,">50,000"
-14.086,13.201,7-25,>20,">50,000"
-14.086,13.231,7-25,>20,">50,000"
-14.086,13.251,0-7,>20,">50,000"
-14.086,13.281,0-7,>20,">50,000"
-14.086,13.301,0-7,>20,">50,000"
-14.086,13.331,25-50,>20,">50,000"
-14.086,13.351,25-50,>20,">50,000"
-14.086,13.381,25-50,>20,">50,000"
-14.086,13.401,0-7,>20,">50,000"
-14.086,13.431,0-7,>20,">50,000"
-14.086,13.451,0-7,>20,">50,000"
-14.086,13.481,0-7,>20,">50,000"
-14.086,13.501,25-50,>20,">50,000"
-14.086,13.531,25-50,>20,">50,000"
-14.086,13.551,25-50,>20,">50,000"
-14.086,13.581,25-50,>20,">50,000"
-14.086,13.601,25-50,>20,">50,000"
-14.086,13.631,25-50,>20,">50,000"
-14.086,13.651,0-7,>20,">50,000"
-14.086,13.681,0-7,>20,">50,000"
-14.086,13.701,0-7,>20,">50,000"
-14.086,13.731,0-7,>20,">50,000"
-14.086,13.751,25-50,>20,">50,000"
-14.086,13.781,25-50,>20,">50,000"
-14.086,13.801,25-50,>20,">50,000"
-14.086,13.831,25-50,>20,">50,000"
-14.075,13.061,7-25,>20,">50,000"
-14.075,13.111,7-25,>20,">50,000"
-14.075,13.161,7-25,>20,">50,000"
-14.075,13.211,7-25,>20,">50,000"
-14.075,13.261,0-7,>20,">50,000"
-14.075,13.311,25-50,>20,">50,000"
-14.075,13.361,25-50,>20,">50,000"
-14.075,13.411,0-7,>20,">50,000"
-14.075,13.461,0-7,>20,">50,000"
-14.075,13.511,25-50,>20,">50,000"
-14.075,13.561,25-50,>20,">50,000"
-14.075,13.611,25-50,>20,">50,000"
-14.075,13.661,0-7,>20,">50,000"
-14.075,13.711,0-7,>20,">50,000"
-14.075,13.761,25-50,>20,">50,000"
-14.075,13.811,25-50,>20,">50,000"
-14.036,13.081,7-25,>20,">50,000"
-14.036,13.101,7-25,>20,">50,000"
-14.036,13.131,7-25,>20,">50,000"
-14.036,13.151,7-25,>20,">50,000"
-14.036,13.181,7-25,>20,">50,000"
-14.036,13.201,7-25,>20,">50,000"
-14.036,13.231,7-25,>20,">50,000"
-14.036,13.251,0-7,>20,">50,000"
-14.036,13.281,0-7,>20,">50,000"
-14.036,13.301,25-50,>20,">50,000"
-14.036,13.331,25-50,>20,">50,000"
-14.036,13.351,25-50,>20,">50,000"
-14.036,13.381,0-7,>20,">50,000"
-14.036,13.401,0-7,>20,">50,000"
-14.036,13.431,0-7,>20,">50,000"
-14.036,13.451,0-7,>20,">50,000"
-14.036,13.481,0-7,>20,">50,000"
-14.036,13.501,0-7,>20,">50,000"
-14.036,13.531,0-7,>20,">50,000"
-14.036,13.551,25-50,>20,">50,000"
-14.036,13.581,25-50,>20,">50,000"
-14.036,13.601,25-50,>20,">50,000"
-14.036,13.631,0-7,>20,">50,000"
-14.036,13.651,0-7,>20,">50,000"
-14.036,13.681,0-7,>20,">50,000"
-14.036,13.701,0-7,>20,">50,000"
-14.036,13.731,0-7,>20,">50,000"
-14.036,13.751,25-50,>20,">50,000"
-14.036,13.781,25-50,>20,">50,000"
-14.036,13.801,25-50,>20,">50,000"
-14.036,13.831,25-50,>20,">50,000"
-14.025,13.061,7-25,>20,">50,000"
-14.025,13.111,7-25,>20,">50,000"
-14.025,13.161,7-25,>20,">50,000"
-14.025,13.211,7-25,>20,">50,000"
-14.025,13.261,0-7,>20,">50,000"
-14.025,13.311,25-50,>20,">50,000"
-14.025,13.361,0-7,>20,">50,000"
-14.025,13.411,0-7,>20,">50,000"
-14.025,13.461,0-7,>20,">50,000"
-14.025,13.511,0-7,>20,">50,000"
-14.025,13.561,25-50,>20,">50,000"
-14.025,13.611,0-7,>20,">50,000"
-14.025,13.661,0-7,>20,">50,000"
-14.025,13.711,0-7,>20,">50,000"
-14.025,13.761,25-50,>20,">50,000"
-14.025,13.811,25-50,>20,">50,000"
-13.986,13.081,7-25,>20,">50,000"
-13.986,13.101,7-25,>20,">50,000"
-13.986,13.131,7-25,>20,">50,000"
-13.986,13.151,7-25,>20,">50,000"
-13.986,13.181,7-25,>20,">50,000"
-13.986,13.201,7-25,>20,">50,000"
-13.986,13.231,7-25,>20,">50,000"
-13.986,13.251,0-7,>20,">50,000"
-13.986,13.281,25-50,>20,">50,000"
-13.986,13.301,25-50,>20,">50,000"
-13.986,13.331,25-50,>20,">50,000"
-13.986,13.351,0-7,>20,">50,000"
-13.986,13.381,0-7,>20,">50,000"
-13.986,13.401,0-7,>20,">50,000"
-13.986,13.431,0-7,>20,">50,000"
-13.986,13.451,0-7,>20,">50,000"
-13.986,13.481,0-7,>20,">50,000"
-13.986,13.501,0-7,>20,">50,000"
-13.986,13.531,25-50,>20,">50,000"
-13.986,13.551,25-50,>20,">50,000"
-13.986,13.581,25-50,>20,">50,000"
-13.986,13.601,25-50,>20,">50,000"
-13.986,13.631,25-50,>20,">50,000"
-13.986,13.651,25-50,>20,">50,000"
-13.986,13.681,25-50,>20,">50,000"
-13.986,13.701,0-7,>20,">50,000"
-13.986,13.731,0-7,>20,">50,000"
-13.986,13.751,0-7,>20,">50,000"
-13.986,13.781,0-7,>20,">50,000"
-13.986,13.801,0-7,>20,">50,000"
-13.986,13.831,0-7,>20,">50,000"
-13.975,13.061,7-25,>20,">50,000"
-13.975,13.111,7-25,>20,">50,000"
-13.975,13.161,0-7,>20,">50,000"
-13.975,13.211,7-25,>20,">50,000"
-13.975,13.261,25-50,>20,">50,000"
-13.975,13.311,25-50,>20,">50,000"
-13.975,13.361,0-7,>20,">50,000"
-13.975,13.411,0-7,>20,">50,000"
-13.975,13.461,0-7,>20,">50,000"
-13.975,13.511,25-50,>20,">50,000"
-13.975,13.561,25-50,>20,">50,000"
-13.975,13.611,25-50,>20,">50,000"
-13.975,13.661,25-50,>20,">50,000"
-13.975,13.711,0-7,>20,">50,000"
-13.975,13.761,0-7,>20,">50,000"
-13.975,13.811,0-7,>20,">50,000"
-13.936,13.081,7-25,>20,">50,000"
-13.936,13.101,7-25,>20,">50,000"
-13.936,13.131,7-25,>20,">50,000"
-13.936,13.151,0-7,>20,">50,000"
-13.936,13.181,0-7,>20,">50,000"
-13.936,13.201,0-7,>20,">50,000"
-13.936,13.231,0-7,>20,">50,000"
-13.936,13.251,0-7,>20,">50,000"
-13.936,13.281,0-7,>20,">50,000"
-13.936,13.301,0-7,>20,">50,000"
-13.936,13.331,0-7,>20,">50,000"
-13.936,13.351,0-7,>20,">50,000"
-13.936,13.381,0-7,>20,">50,000"
-13.936,13.401,0-7,>20,">50,000"
-13.936,13.431,0-7,>20,">50,000"
-13.936,13.451,0-7,>20,">50,000"
-13.936,13.481,0-7,>20,">50,000"
-13.936,13.501,25-50,>20,">50,000"
-13.936,13.531,25-50,>20,">50,000"
-13.936,13.551,25-50,>20,">50,000"
-13.936,13.581,25-50,>20,">50,000"
-13.936,13.601,25-50,>20,">50,000"
-13.936,13.631,25-50,>20,">50,000"
-13.936,13.651,25-50,>20,">50,000"
-13.936,13.681,25-50,>20,">50,000"
-13.936,13.701,25-50,>20,">50,000"
-13.936,13.731,25-50,>20,">50,000"
-13.936,13.751,25-50,>20,">50,000"
-13.936,13.781,25-50,>20,">50,000"
-13.936,13.801,0-7,>20,">50,000"
-13.936,13.831,0-7,>20,">50,000"
-13.925,13.061,7-25,>20,">50,000"
-13.925,13.111,7-25,>20,">50,000"
-13.925,13.161,0-7,>20,">50,000"
-13.925,13.211,0-7,>20,">50,000"
-13.925,13.261,0-7,>20,">50,000"
-13.925,13.311,0-7,>20,">50,000"
-13.925,13.361,0-7,>20,">50,000"
-13.925,13.411,0-7,>20,">50,000"
-13.925,13.461,0-7,>20,">50,000"
-13.925,13.511,25-50,>20,">50,000"
-13.925,13.561,25-50,>20,">50,000"
-13.925,13.611,25-50,>20,">50,000"
-13.925,13.661,25-50,>20,">50,000"
-13.925,13.711,25-50,>20,">50,000"
-13.925,13.761,25-50,>20,">50,000"
-13.925,13.811,0-7,>20,">50,000"
-13.886,13.081,7-25,>20,">50,000"
-13.886,13.101,7-25,>20,">50,000"
-13.886,13.131,7-25,>20,">50,000"
-13.886,13.151,7-25,>20,">50,000"
-13.886,13.181,7-25,>20,">50,000"
-13.886,13.201,7-25,>20,">50,000"
-13.886,13.231,7-25,>20,">50,000"
-13.886,13.251,0-7,>20,">50,000"
-13.886,13.281,25-50,>20,">50,000"
-13.886,13.301,25-50,>20,">50,000"
-13.886,13.331,25-50,>20,">50,000"
-13.886,13.351,25-50,>20,">50,000"
-13.886,13.381,25-50,>20,">50,000"
-13.886,13.401,0-7,>20,">50,000"
-13.886,13.431,0-7,>20,">50,000"
-13.886,13.451,0-7,>20,">50,000"
-13.886,13.481,0-7,>20,">50,000"
-13.886,13.501,0-7,>20,">50,000"
-13.886,13.531,0-7,>20,">50,000"
-13.886,13.551,25-50,>20,">50,000"
-13.886,13.581,25-50,>20,">50,000"
-13.886,13.601,25-50,>20,">50,000"
-13.886,13.631,25-50,>20,">50,000"
-13.886,13.651,25-50,>20,">50,000"
-13.886,13.681,25-50,>20,">50,000"
-13.886,13.701,25-50,>20,">50,000"
-13.886,13.731,25-50,>20,">50,000"
-13.886,13.751,25-50,>20,">50,000"
-13.886,13.781,25-50,>20,">50,000"
-13.886,13.801,0-7,>20,">50,000"
-13.886,13.831,0-7,>20,">50,000"
-13.875,13.061,7-25,>20,">50,000"
-13.875,13.111,7-25,>20,">50,000"
-13.875,13.161,7-25,>20,">50,000"
-13.875,13.211,7-25,>20,">50,000"
-13.875,13.261,25-50,>20,">50,000"
-13.875,13.311,25-50,>20,">50,000"
-13.875,13.361,25-50,>20,">50,000"
-13.875,13.411,0-7,>20,">50,000"
-13.875,13.461,0-7,>20,">50,000"
-13.875,13.511,0-7,>20,">50,000"
-13.875,13.561,25-50,>20,">50,000"
-13.875,13.611,25-50,>20,">50,000"
-13.875,13.661,25-50,>20,">50,000"
-13.875,13.711,25-50,>20,">50,000"
-13.875,13.761,25-50,>20,">50,000"
-13.875,13.811,0-7,>20,">50,000"
-13.836,13.081,7-25,>20,">50,000"
-13.836,13.101,7-25,>20,">50,000"
-13.836,13.131,7-25,>20,">50,000"
-13.836,13.151,7-25,>20,">50,000"
-13.836,13.181,7-25,>20,">50,000"
-13.836,13.201,7-25,>20,">50,000"
-13.836,13.231,7-25,>20,">50,000"
-13.836,13.251,25-50,>20,">50,000"
-13.836,13.281,25-50,>20,">50,000"
-13.836,13.301,25-50,>20,">50,000"
-13.836,13.331,25-50,>20,">50,000"
-13.836,13.351,25-50,>20,">50,000"
-13.836,13.381,25-50,>20,">50,000"
-13.836,13.401,25-50,>20,">50,000"
-13.836,13.431,25-50,>20,">50,000"
-13.836,13.451,25-50,>20,">50,000"
-13.836,13.481,25-50,>20,">50,000"
-13.836,13.501,0-7,>20,">50,000"
-13.836,13.531,0-7,>20,">50,000"
-13.836,13.551,0-7,>20,">50,000"
-13.836,13.581,0-7,>20,">50,000"
-13.836,13.601,25-50,>20,">50,000"
-13.836,13.631,25-50,>20,">50,000"
-13.836,13.651,25-50,>20,">50,000"
-13.836,13.681,25-50,>20,">50,000"
-13.836,13.701,25-50,>20,">50,000"
-13.836,13.731,25-50,>20,">50,000"
-13.836,13.751,25-50,>20,">50,000"
-13.836,13.781,25-50,>20,">50,000"
-13.836,13.801,0-7,>20,">50,000"
-13.836,13.831,0-7,>20,">50,000"
-13.825,13.061,7-25,>20,">50,000"
-13.825,13.111,7-25,>20,">50,000"
-13.825,13.161,7-25,>20,">50,000"
-13.825,13.211,7-25,>20,">50,000"
-13.825,13.261,25-50,>20,">50,000"
-13.825,13.311,25-50,>20,">50,000"
-13.825,13.361,25-50,>20,">50,000"
-13.825,13.411,25-50,>20,">50,000"
-13.825,13.461,25-50,>20,">50,000"
-13.825,13.511,0-7,>20,">50,000"
-13.825,13.561,0-7,>20,">50,000"
-13.825,13.611,25-50,>20,">50,000"
-13.825,13.661,25-50,>20,">50,000"
-13.825,13.711,25-50,>20,">50,000"
-13.825,13.761,25-50,>20,">50,000"
-13.825,13.811,0-7,>20,">50,000"
-13.786,13.081,7-25,>20,">50,000"
-13.786,13.101,7-25,>20,">50,000"
-13.786,13.131,7-25,>20,">50,000"
-13.786,13.151,7-25,>20,">50,000"
-13.786,13.181,7-25,>20,">50,000"
-13.786,13.201,7-25,>20,">50,000"
-13.786,13.231,7-25,>20,">50,000"
-13.786,13.251,7-25,>20,">50,000"
-13.786,13.281,25-50,>20,">50,000"
-13.786,13.301,25-50,>20,">50,000"
-13.786,13.331,25-50,>20,">50,000"
-13.786,13.351,25-50,>20,">50,000"
-13.786,13.381,25-50,>20,">50,000"
-13.786,13.401,25-50,>20,">50,000"
-13.786,13.431,25-50,>20,">50,000"
-13.786,13.451,25-50,>20,">50,000"
-13.786,13.481,25-50,>20,">50,000"
-13.786,13.501,25-50,>20,">50,000"
-13.786,13.531,0-7,>20,">50,000"
-13.786,13.551,0-7,>20,">50,000"
-13.786,13.581,0-7,>20,">50,000"
-13.786,13.601,0-7,>20,">50,000"
-13.786,13.631,25-50,>20,">50,000"
-13.786,13.651,25-50,>20,">50,000"
-13.786,13.681,25-50,>20,">50,000"
-13.786,13.701,25-50,>20,">50,000"
-13.786,13.731,25-50,>20,">50,000"
-13.786,13.751,25-50,>20,">50,000"
-13.786,13.781,25-50,>20,">50,000"
-13.786,13.801,25-50,>20,">50,000"
-13.786,13.831,0-7,>20,">50,000"
